Date,Short Term Interest Rates,Personal Income,Consumer Prices(Inflation),Industrial Production,Consumer Confidence,Money Supply- Currency/Demand Deposit/Traveller Check,Money Supply- Deposit,Consumer Credit(in Billions),GDP
1991-06,6.07,8.623971,,61.5611,,856.700012,3351.899902,-2.73,
1991-05,5.91,5.268957,,61.067101,,848.799988,3343,0.02,
1991-04,6.06,7.049127,,60.465801,,843.099976,3332.399902,-0.79,
1991-03,6.45,2.110321,,60.3069,,838.700012,3321.899902,1.96,
1991-02,6.52,1.6079,,60.652199,,832.599976,3304.5,0.64,
1991-01,7.17,-3.223496,,61.093102,,827.200012,3287.699951,-2.42,
1990-12,7.82,7.64494,,61.2939,,824.700012,3271.800049,-8.01,
1990-11,8.03,1.693952,,61.7271,,822.099976,3262.600098,1.49,
1990-10,8.06,-2.884364,,62.506001,,819.900024,3259.300049,3.29,
1990-09,8.06,7.18649,,62.896,,820.200012,3254.600098,2.49,
1990-08,7.97,0.425713,,62.876099,,815.700012,3242,2.78,
1990-07,8.1,7.285541,,62.6497,,810.099976,3224.5,5.97,
1990-06,8.23,7.553085,,62.754101,,808.799988,3213.699951,4.71,
1990-05,8.35,1.410821,,62.547401,,804.200012,3200.600098,1.51,
1990-04,8.42,10.678182,,62.359699,,806.099976,3201.600098,0,
1990-03,8.35,5.847879,,62.506802,,801.5,3190.100098,-0.04,
1990-02,8.22,9.414342,,62.2108,,798.099976,3179.199951,1.59,
1990-01,8.16,12.896757,,61.644001,,795.400024,3166.800049,4.69,
1989-12,8.32,4.570987,,61.963501,,792.900024,3152.5,6.55,
1989-11,8.39,3.901503,,61.617199,,787.900024,3133.300049,7.26,
1989-10,8.6,10.993853,,61.4105,,786.599976,3114.100098,5.72,
1989-09,8.78,6.171144,,61.483898,,781,3092.5,4.54,
1989-08,8.64,2.800904,,61.694901,,779.400024,3074.399902,4.04,
1989-07,8.76,7.063652,,61.097801,,777.799988,3052.399902,4.71,
1989-06,9.2,6.157315,,61.691502,,773.5,3027.899902,6.16,
1989-05,9.59,-0.818647,,61.694801,,775,3011.600098,7.16,
1989-04,9.94,3.282466,,62.0424,,779.200012,3006,7.41,
1989-03,10.09,11.290578,,62.0592,,783,2999.699951,11.36,
1989-02,9.51,7.76978,,61.907398,,783.799988,2992.199951,6.2,
1989-01,9.2,18.397505,,62.178902,,785.700012,2991.699951,0.01,
1988-12,9.25,10.283163,,61.998299,,786.700012,2988.199951,3.71,
1988-11,8.78,3.171821,,61.712799,,784.900024,2980.199951,5.87,
1988-10,8.36,11.158616,,61.559502,,783.299988,2965.300049,5.24,
1988-09,8.23,8.524839,,61.284401,,783.700012,2956.899902,2.35,
1988-08,8.35,6.947991,,61.4851,,783.299988,2952,9.09,
1988-07,7.94,11.830597,,61.1749,,781.400024,2947.199951,4.92,
1988-06,7.51,9.806559,,61.169701,,778.299988,2938.399902,5.31,
1988-05,7.24,4.772177,,60.995201,,771.700012,2926,7.1,
1988-04,6.92,9.334156,,61.114399,,768.099976,2910.699951,8.85,
1988-03,6.63,7.566883,,60.759102,,761.799988,2890.699951,7.43,
1988-02,6.6,7.44233,,60.620899,,757.700012,2870.399902,7.14,
1988-01,6.92,3.71998,,60.3186,,756.200012,2847.399902,10.41,
1987-12,7.66,17.0224,,60.333599,,750.200012,2826.399902,2.82,
1987-11,7.24,8.449063,,60.002201,,753.200012,2818.899902,6.21,
1987-10,8.02,12.422554,,59.708302,,756.200012,2814.800049,8.83,
1987-09,7.37,5.231304,,58.9137,,747.599976,2799.5,7.12,
1987-08,6.75,11.690334,,58.6889,,744.900024,2788.199951,8.21,
1987-07,6.7,7.081244,,58.250099,,743,2779,8.62,
1987-06,6.94,3.457458,,57.860298,,743.200012,2774.600098,8.07,
1987-05,6.99,10.7745,,57.549801,,745.799988,2772.899902,3.78,
1987-04,6.52,3.664325,,57.1954,,743.900024,2767.699951,9.59,
1987-03,6.17,6.051509,,56.823502,,733.799988,2753.699951,-2.45,
1987-02,6.1,8.048017,,56.743801,,730.700012,2747.5,-1.35,
1987-01,5.87,3.719306,,56.001202,,730.200012,2743.899902,-2.72,
1986-12,6.04,6.041981,,56.212002,,724.700012,2728,1.8,
1986-11,5.76,4.129193,,55.685398,,705.400024,2701.300049,-0.04,
1986-10,5.69,2.477932,,55.4645,,694.900024,2687.399902,14.42,
1986-09,5.71,5.151299,,55.231701,,687.400024,2667.800049,13.37,
1986-08,5.92,4.109108,,55.079201,,678.700012,2646.5,7.09,
1986-07,6.37,6.172104,,55.1716,,670.299988,2626.600098,9.7,
1986-06,6.73,4.925588,,54.837002,,660.599976,2605,8.12,
1986-05,6.65,3.555723,,55.053501,,652,2584.800049,11.93,
1986-04,6.6,1.512508,,54.945599,,641,2557.800049,12.29,
1986-03,7.24,9.025087,,54.882801,,633.5,2533.100098,5.3,
1986-02,7.69,6.088454,,55.27,,625.200012,2512.899902,9.86,
1986-01,7.82,4.846978,,55.6511,,621.400024,2502.100098,11.99,
1985-12,7.8,11.997182,,55.3596,,619.799988,2492.100098,10.56,
1985-11,7.81,5.475053,,54.8176,,612.200012,2477.800049,12.59,
1985-10,7.88,8.055203,,54.630402,,607.799988,2468,12.7,
1985-09,7.93,7.811522,,54.82,,603.299988,2456.399902,18.52,
1985-08,7.81,3.993262,,54.618999,,596.200012,2444,11.94,
1985-07,7.64,4.797014,,54.438099,,589.099976,2429.5,13.78,
1985-06,7.44,7.797027,,54.7211,,582.299988,2412.600098,11.58,
1985-05,7.92,5.602825,,54.7472,,575.099976,2389.5,14.18,
1985-04,8.49,-0.485954,,54.666199,,570.400024,2375.399902,16.82,
1985-03,9.02,10.265993,,54.773899,,566.599976,2366.199951,20.98,
1985-02,8.69,6.719305,,54.7019,,563.599976,2354.100098,19.4,
1985-01,8.14,4.781412,,54.534199,,557,2332.399902,15.54,
1984-12,8.6,12.166774,,54.560799,,551.599976,2306.399902,16.76,
1984-11,9.18,8.314861,,54.534401,,547.5,2281.399902,13.07,
1984-10,10.38,-0.670138,,54.352798,,543.700012,2258.899902,14.83,
1984-09,11.29,11.380093,,54.377499,,543.099976,2244.399902,10.63,
1984-08,11.47,12.16798,,54.529999,,541,2230.399902,17.17,
1984-07,11.56,7.199318,,54.464401,,540.900024,2223.5,15.35,
1984-06,11.34,11.662841,,54.313301,,540.200012,2215.100098,21.719999,
1984-05,11.11,4.182049,,54.120399,,536.700012,2204.100098,26.75,
1984-04,10.41,12.883419,,53.831902,,535,2191.699951,14.7,
1984-03,10.08,11.647798,,53.5145,,531.400024,2175.199951,12.33,
1984-02,9.54,15.828943,,53.265099,,527.5,2158.199951,26.92,
1984-01,9.42,9.599609,,53.017502,,525.099976,2138.199951,13.51,
1983-12,9.69,11.747239,,51.988602,,521.400024,2123.5,19.790001,
1983-11,9.36,11.766329,,51.727001,,519,2112.300049,17.57,
1983-10,9.18,14.337918,,51.499298,,517.200012,2099.199951,17.09,
1983-09,9.39,13.092135,,51.098,,512.799988,2083.199951,11.09,
1983-08,9.77,3.435581,,50.3727,,510.5,2074,13.24,
1983-07,9.5,10.677323,,49.777302,,507.799988,2064.800049,13.76,
1983-06,9.2,6.293184,,49.049599,,504,2053.5,14.64,
1983-05,8.49,9.991824,,48.7542,,500,2043.099976,4.6,
1983-04,8.63,6.623736,,48.451099,,493.200012,2028.599976,8.63,
1983-03,8.69,7.598864,,47.851601,,490.600006,2015.199951,9.85,
1983-02,8.54,2.957575,,47.4548,,484.299988,1996.800049,1.63,
1983-01,8.36,4.350298,,47.7491,,477.200012,1959.400024,6.09,
1982-12,8.66,8.343105,,46.8797,,474.799988,1905.900024,9.56,
1982-11,8.95,8.589387,,47.214802,,471.5,1883.699951,5.61,
1982-10,9.51,6.155985,,47.365601,,464.5,1869.699951,1.91,
1982-09,10.66,2.863476,,47.825802,,456.899994,1858.400024,4.68,
1982-08,10.61,6.264718,,47.949501,,451.399994,1845.199951,1.3,
1982-07,13.44,7.449495,,48.385899,,448,1831.5,1.45,
1982-06,14.46,4.747198,,48.552898,,447.5,1826,4.88,
1982-05,13.8,7.306753,,48.678398,,446.700012,1815.400024,5.72,
1982-04,14.44,9.350124,,49.007198,,447.100006,1803.900024,5.57,
1982-03,14.21,2.290011,,49.459,,442.700012,1786.5,1.62,
1982-02,15,9.061383,,49.794201,,441.899994,1774.5,3.87,
1982-01,13.51,4.5261,,48.797901,,442.700012,1770.400024,12.49,
1981-12,12.49,2.983346,,49.8181,,436.700012,1755.5,-1.48,
1981-11,12.48,8.110512,,50.3634,,431.299988,1736.099976,4.22,
1981-10,15.39,0.848319,,50.958099,,428.399994,1721.800049,2.8,
1981-09,16.84,5.623288,,51.352699,,427,1706,14.6,
1981-08,17.96,12.775697,,51.6049,,426.899994,1694.300049,1.57,
1981-07,17.76,28.540306,,51.6646,,426.899994,1681.900024,6.4,
1981-06,16.9,12.039151,,51.335499,,425.200012,1670.300049,5.02,
1981-05,18.27,9.372399,,51.0667,,424.700012,1664.199951,7.02,
1981-04,15.08,3.056466,,50.778,,427.399994,1659.199951,6.74,
1981-03,14.43,12.902158,,50.992199,,419,1636.599976,8.06,
1981-02,16.14,9.118409,,50.7332,,414.799988,1618.699951,5.83,
1981-01,17.19,7.886518,,50.945301,,411.299988,1606.900024,3.78,
1980-12,18.65,14.533121,,51.2644,,408.5,1599.800049,6.57,
1980-11,15.68,13.446973,,50.931099,,410.700012,1595.800049,1.4,
1980-10,12.94,21.999481,,50.0947,,409,1584.800049,4.94,
1980-09,11.29,17.602709,,49.467701,,404.799988,1574,2.13,
1980-08,9.91,13.274086,,48.655399,,399.200012,1561.5,1.64,
1980-07,8.65,19.957855,,48.499699,,394,1545.5,1.3,
1980-06,8.49,10.996399,,48.850498,,389.100006,1529.199951,-6.7,
1980-05,9.79,5.732327,,49.490002,,384.799988,1512.300049,-9.03,
1980-04,16.14,4.934083,,50.7369,,383.799988,1502.199951,-5.96,
1980-03,17.57,8.64434,,51.7565,,388.399994,1499.800049,-0.05,
1980-02,14.3,7.729263,,51.977901,,390.100006,1494.599976,8.84,
1980-01,13.39,15.263057,,51.954498,,385.799988,1482.699951,6.49,
1979-12,13.43,13.983507,,51.6763,,381.799988,1473.699951,7.62,
1979-11,13.9,12.921659,,51.6422,,380.799988,1465.900024,10.97,
1979-10,13.66,10.270734,,51.726799,,380.799988,1460.400024,13.44,
1979-09,11.89,11.039975,,51.3741,,379.299988,1454.099976,13.1,
1979-08,10.71,11.68235,,51.376598,,378.799988,1446.599976,13.72,
1979-07,10.11,19.926924,,51.712399,,377.200012,1434.800049,13.96,
1979-06,9.95,9.676526,,51.796101,,373.399994,1423,11.05,
1979-05,10.16,8.546465,,51.792198,,369.600006,1410.199951,15.83,
1979-04,10.06,2.874506,,51.334,,368,1402.099976,14.16,
1979-03,10.13,13.853285,,51.954399,,362.5,1387.800049,14.07,
1979-02,10.19,11.744081,,51.7994,,359.899994,1377.800049,14.02,
1979-01,10.51,13.903907,,51.5359,,358.600006,1371.599976,14.91,
1978-12,10.72,13.197315,,51.8153,,357.299988,1366,13.36,
1978-11,10.72,9.274975,,51.558201,,355.399994,1359.099976,15.73,
1978-10,9.44,14.91223,,51.164902,,353.299988,1352.300049,10.67,
1978-09,8.64,8.735591,,50.7724,,352.200012,1345,13.8,
1978-08,8.06,12.163648,,50.653099,,349.600006,1333.5,16.65,
1978-07,8.12,14.019573,,50.4464,,347.600006,1324.099976,15.59,
1978-06,7.83,12.951537,,50.482601,,346.899994,1318.5,25.110001,
1978-05,7.4,10.430549,,50.160198,,344.899994,1310.5,22.41,
1978-04,7.03,17.247147,,49.9198,,339.899994,1300.400024,17.200001,
1978-03,6.86,15.66496,,48.9459,,337,1292.199951,20.43,
1978-02,6.9,11.551193,,48.0271,,335.299988,1285.5,13.58,
1978-01,6.94,2.873192,,47.760399,,334.399994,1279.699951,10.14,
1977-12,6.71,11.75348,,48.467899,,330.899994,1270.300049,8.3,
1977-11,6.68,17.706701,,48.382301,,328.600006,1262.400024,15.77,
1977-10,6.67,17.222075,,48.294998,,326.399994,1254,19.84,
1977-09,6.19,12.732803,,48.217899,,324.5,1246.199951,13.46,
1977-08,5.9,10.818098,,48.0266,,322.299988,1237,14.63,
1977-07,5.46,13.70901,,47.977299,,320.200012,1226.699951,15.21,
1977-06,5.42,8.929132,,47.915501,,318.799988,1217.800049,17.02,
1977-05,5.36,9.481975,,47.551998,,317.200012,1209,17.440001,
1977-04,4.8,12.87234,,47.188,,316,1199.599976,16.76,
1977-03,4.84,11.977847,,46.7314,,313.899994,1188.5,20.059999,
1977-02,4.83,14.15277,,46.145901,,311.5,1177.599976,14.86,
1977-01,4.83,1.121912,,45.429298,,308.299988,1165.199951,-0.69,
1976-12,4.67,10.92928,,45.742199,,306.200012,1152,15.71,
1976-11,5.01,17.25881,,45.254299,,303.600006,1138.199951,10.53,
1976-10,5.12,6.058603,,44.570702,,302,1125,11.84,
1976-09,5.33,8.067654,,44.584801,,299.600006,1110.800049,12.19,
1976-08,5.39,10.497552,,44.437302,,299,1098.699951,6.9,
1976-07,5.52,14.381329,,44.132801,,297.200012,1086.300049,11.44,
1976-06,5.84,7.271689,,43.889198,,296.200012,1077.599976,10.4,
1976-05,5.56,7.333496,,43.841999,,295.899994,1072.099976,5.17,
1976-04,5.12,7.605054,,43.6562,,294.700012,1060.800049,12.45,
1976-03,5.34,5.078211,,43.439602,,292.700012,1050,9.46,
1976-02,5.18,8.888184,,43.346901,,290.799988,1040.300049,6.94,
1976-01,5.14,13.214173,,42.9179,,288.399994,1026.599976,8.93,
1975-12,6.03,8.72493,,42.352699,,287.100006,1016.200012,14.94,
1975-11,6.26,7.91732,,41.7882,,286.799988,1006.900024,6.34,
1975-10,6.56,13.389361,,41.730301,,285.399994,997.799988,6.05,
1975-09,7.03,9.144691,,41.552601,,285.700012,991.5,7.37,
1975-08,6.87,15.16116,,41.020401,,284.100006,983.099976,3.84,
1975-07,6.55,-3.01895,,40.618698,,283.700012,975.099976,9.4,
1975-06,5.82,32.614834,,40.204899,,282.399994,963,0.04,
1975-05,5.79,12.86677,,39.952099,,279.200012,947.900024,-0.03,
1975-04,6.26,5.661458,,40.066002,,276.200012,935.099976,-2.21,
1975-03,6.18,5.065832,,39.991901,,276.399994,925,-2.39,
1975-02,6.41,6.098824,,40.431702,,275,914.099976,2.68,
1975-01,7.48,6.50325,,41.376598,,273.899994,906.299988,0.88,
1974-12,9.23,9.114934,,41.957199,,274.200012,902.099976,-2.03,
1974-11,9.09,1.824348,,43.522202,,273.700012,898.599976,-1.68,
1974-10,9.78,13.242414,,45.006302,,272.299988,893.299988,-0.5,
1974-09,11.6,11.784409,,45.147499,,271,887.900024,1.81,
1974-08,12.23,11.030997,,45.141102,,270.100006,884.099976,6.19,
1974-07,12.25,14.512126,,45.619598,,269.299988,881.400024,8.57,
1974-06,11.38,9.769302,,45.5354,,268.5,877.799988,6.24,
1974-05,11.2,13.725245,,45.6185,,267.600006,874.599976,7.81,
1974-04,10.25,8.044724,,45.252998,,267.200012,872.900024,7.73,
1974-03,8.84,6.1402,,45.390701,,266.700012,870.099976,5.25,
1974-02,8.08,6.896842,,45.398201,,265.299988,864.200012,7.55,
1974-01,9,1.163929,,45.529701,,263.799988,859.700012,7.74,
1973-12,9.27,6.867257,,45.8321,,262.899994,855.5,4.93,
1973-11,9.24,13.365202,,45.960602,,261,848.900024,11.73,
1973-10,9.2,18.755129,,45.7542,,259,842.599976,13.79,
1973-09,10.59,12.595892,,45.391201,,257.899994,839.299988,6.63,
